Miroslav Žamboch;Spisovatel
Jiří Walker Procházka;Spisovatel
Tomáš Němec;Spisovatel
Petr Schonk;Spisovatel
Jan Hlávka;Spisovatel
Ondřej Neff;Spisovatel
Tomáš Bartoš;Spisovatel
Vladimír Šlechta;Spisovatel
Terry Pratchett;Spisovatel
John Ronald Reuel Tolkien;Spisovatel
Isaac Asimov;Spisovatel
Robert Anson Heinlein;Spisovatel
Arthur Charles Clarke;Spisovatel
Jára Cimrman;Český Leonardo Da Vinci
Sir Arthur Conan Doyle;Spisovatel
Josef Čapek;Spisovatel
Neal Asher;Spisovatel
